CURVE,X,Y
114,70,156.8
114,80,185.4
114,90,211.5
885,69,0
885,70,302.2
885,80,357.5
885,90,407.8
794,69,0
794,70,270
794,80,321.5
794,90,369.1
795,69,0
795,70,416.1
795,80,495.1
795,90,568.6
636,69,0
636,70,326.3
636,80,380.4
636,90,432.9
886,69,0
886,70,465.6
886,80,550.5
886,90,628
447,69,0
447,70,422.9
447,80,503.5
447,90,578.2
224,69,0
224,70,227.2
224,80,264.8
224,90,301.4
90,69,0
90,70,197.3
90,80,233.3
90,90,266.2
637,69,0
637,70,502.8
637,80,585.8
637,90,666.8
461,69,0
461,70,560.3
461,80,667
461,90,765.9
227,69,0
227,70,505.4
227,80,589.1
227,90,670.4
206,69,0
206,70,596.4
206,80,695.2
206,90,791.2
796,69,0
796,70,719.5
796,80,856.5
796,90,983.5
450,69,0
450,70,719.5
450,80,856.5
450,90,983.5
116,69,0
116,70,627
116,80,741.6
116,90,846.1
639,69,0
639,70,869.5
639,80,1013.5
639,90,1153.4
208,69,0
208,70,869.5
208,80,1013.5
208,90,1153.4
96,69,0
96,91,0
96,92,1
95,69,0
95,90,0
95,91,1
95,92,0
92,69,0
92,70,805.2
92,80,952.4
92,90,1086.5
89,69,0
89,70,473.3
89,80,560
89,90,638.8
87,69,0
87,70,118.4
87,80,140
87,90,159.7
86,69,0
86,70,0.8
86,80,1
86,90,1.1
669,189,0
691,189,0
691,190,0.04762
692,189,0
692,190,0.14286
675,189,0
675,190,0.05
690,189,0
690,190,0.2381
674,189,0
674,190,0.2
689,189,0
689,190,0.57143
673,189,0
673,190,0.55
687,189,0
687,190,16.5
687,210,18.5
687,230,19.9
687,240,20.5
687,290,24
676,189,0
676,190,1
670,189,0
670,190,1
670,210,1
670,211,0
688,189,0
688,190,49.6
688,200,52.6
688,210,55.4
688,220,57.6
688,230,59.7
688,240,61.6
688,250,63.6
688,260,65.8
688,280,70
688,290,71.9
667,189,0
667,190,17.3
667,200,18.4
667,210,19.4
667,220,20.2
667,240,21.6
667,250,22.2
667,270,23.8
667,290,25.2
686,189,0
686,190,82.6
686,200,87.7
686,210,92.3
686,220,96
686,230,99.4
686,240,102.7
686,250,105.9
686,260,109.7
686,270,113.2
686,280,116.6
686,290,119.8
666,189,0
666,190,69.4
666,200,73.7
666,210,77.5
666,220,80.6
666,230,83.5
666,240,86.3
666,250,89
666,260,92.1
666,270,95.1
666,280,97.9
666,290,100.6
685,189,0
685,190,198.2
685,200,210.6
685,210,221.3
685,220,230.2
685,230,238.6
685,240,246.5
685,250,254.2
685,260,263.3
685,270,271.9
685,280,279.8
685,290,287.3
672,189,0
672,211,0
672,212,1
671,189,0
671,210,0
671,211,1
671,212,0
668,189,0
668,190,346.9
668,200,368.4
668,210,387.5
668,220,403
668,230,417.6
668,240,431.3
668,250,444.9
668,260,460.7
668,270,475.6
668,280,489.7
668,290,503
665,189,0
665,190,190.8
665,200,202.6
665,210,213.1
665,220,221.6
665,230,229.7
665,240,237.1
665,250,244.7
665,260,253.5
665,270,261.6
665,280,269.4
665,290,276.6
47,99,0
393,99,0
393,100,0.00195
308,99,0
308,100,0.00195
305,99,0
305,100,0.00214
284,99,0
284,100,0.002
375,99,0
375,100,0.0024
309,99,0
309,100,0.00234
310,99,0
310,100,0.00974
303,99,0
303,100,0.00955
285,99,0
285,100,0.0024
281,99,0
281,100,0.0022
286,99,0
286,100,0.01
279,99,0
279,100,0.0098
282,99,0
282,100,0.036
55,99,0
55,100,0.01761
306,99,0
306,100,0.09743
304,99,0
304,100,0.19486
54,99,0
54,100,0.1355
280,99,0
280,100,0.3656
300,99,0
300,100,0.6
300,120,0.8
300,130,0.8
300,140,0.9
300,150,0.9
300,160,1
300,170,1
300,180,1.1
300,190,1.1
300,200,1.2
300,230,1.2
300,240,1.3
283,99,0
283,100,0.572
391,99,0
391,100,0.7
391,120,0.9
391,130,0.9
391,150,1.1
391,160,1.1
391,170,1.2
391,180,1.2
391,190,1.3
391,200,1.3
391,210,1.4
391,240,1.4
391,250,1.5
368,99,0
368,100,0.7
368,110,0.7
368,140,1
368,150,1
368,160,1.1
368,170,1.1
368,180,1.2
368,200,1.2
368,210,1.3
368,230,1.3
368,240,1.4
307,99,0
307,100,0.682
390,99,0
390,100,0.6
390,110,0.7
390,120,0.7
390,130,0.8
390,140,0.8
390,150,0.9
390,160,0.9
390,170,1
390,180,1
390,190,1.1
390,210,1.1
390,220,1.2
390,260,1.2
390,270,1.3
371,99,0
371,100,0.6
371,110,0.7
371,120,0.7
371,140,0.9
371,150,0.9
371,160,1
371,170,1
371,180,1.1
371,200,1.1
371,210,1.2
371,240,1.2
371,250,1.3
387,99,0
387,100,0.6
387,130,0.9
387,140,0.9
387,150,1
387,160,1
387,170,1.1
387,180,1.1
387,190,1.2
387,210,1.2
387,220,1.3
387,250,1.3
387,260,1.4
273,99,0
273,100,0.6
273,130,0.9
273,140,0.9
273,150,1
273,160,1
273,170,1.1
273,190,1.1
273,200,1.2
273,220,1.2
273,230,1.3
273,260,1.3
273,270,1.4
274,99,0
274,100,0.8
274,120,1
274,130,1
274,150,1.2
274,160,1.2
274,170,1.3
274,180,1.3
274,190,1.4
274,200,1.4
274,210,1.5
274,230,1.5
274,240,1.6
274,280,1.6
274,290,1.7
372,99,0
372,100,0.7
372,130,1
372,140,1
372,160,1.2
372,170,1.2
372,180,1.3
372,200,1.3
372,210,1.4
372,230,1.4
372,240,1.5
372,270,1.5
372,280,1.6
301,99,0
301,100,0.7
301,140,1.1
301,150,1.1
301,170,1.3
301,190,1.3
301,200,1.4
301,210,1.4
301,220,1.5
301,250,1.5
